"","country_name","year","country_code.x","region","income_group","HET","rd","country_number","FDI","ICT","Skills","Industry_activity","Access_to_finance","CPI","GDP","GFCF","EX"
"123","China",2010,"CHN","East Asia & Pacific","Upper middle income",32.1236545637555,1.7137199640274,11,1.8848440541,0.2476167679,0.3791115284,0.7448901534,0.8653098941,3.2998718496,4515.0770781687,43.9293047683925,27.1853327203776
"124","China",2011,"CHN","East Asia & Pacific","Upper middle income",30.4839309337386,1.78033995628357,11,1.6418499868,0.2805764973,0.3740864396,0.7991838455,0.8610969782,5.3999104035,5564.4887435354,43.8613614635205,26.5681893450684
"125","China",2012,"CHN","East Asia & Pacific","Upper middle income",30.8486831710094,1.91214001178741,11,1.4190149511,0.4966772795,0.3882625699,0.7957122922,0.8533430099,2.6460908041,6243.5467492607,44.249831988839,25.4925222244964
"126","China",2013,"CHN","East Asia & Pacific","Upper middle income",31.5743629654427,1.99785995483398,11,1.2947226259,0.3429784775,0.3817926645,0.8357654214,0.8574841619,2.6245938887,6954.7741662935,44.5187655501808,24.5992544368742
"127","China",2014,"CHN","East Asia & Pacific","Upper middle income",29.6954148919299,2.02242994308472,11,1.2266764373,0.3402557671,0.3861222863,0.8343343735,0.8530898094,1.9884541373,7562.591119122,43.8560937014827,23.510060907393
"128","China",2015,"CHN","East Asia & Pacific","Upper middle income",30.4219454271799,2.05700993537903,11,1.2256578741,0.4066519439,0.3913894594,0.8572283387,0.8591570854,1.4404544532,7936.7490070644,42.0943282754663,21.3540798828228
"129","China",2016,"CHN","East Asia & Pacific","Upper middle income",30.2426414089164,2.10033011436462,11,1.1903077795,0.6888541579,0.4063223898,0.8529996872,0.8861044645,2.003,8012.9793918145,41.5523649218844,19.5843800536153
"130","China",2017,"CHN","East Asia & Pacific","Upper middle income",30.9072386248438,2.11602997779846,11,1.1073074958,0.3622024059,0.3606327176,0.8283153176,0.9204890132,1.5577973197,8729.1369300528,41.8611852979241,19.6922769882613
"131","China",2018,"CHN","East Asia & Pacific","Upper middle income",31.5450983818224,2.14057993888855,11,0.9953648095,0.4054952264,0.3706126511,0.8322951794,0.9149442911,2.1044096069,9805.3806452874,42.8430311361549,19.1121035363869
"132","China",2019,"CHN","East Asia & Pacific","Upper middle income",30.817204339562,2.2446300983429,11,0.9889729736,0.3962444961,0.3744046688,0.8416211009,0.9263756275,2.9034148924,10043.1301771486,42.8225843508999,18.4099923155293
"133","China, Hong Kong SAR",2008,"HKG","East Asia & Pacific","High income",24.3902554723358,0.71995997428894,25,26.5941816473,0.7038016319,0.7728304863,0.8170813918,0.8741334677,4.302167039,31100.3808220121,20.5445780846355,193.415176806617
"134","China, Hong Kong SAR",2009,"HKG","East Asia & Pacific","High income",33.7878709043729,0.773419976234436,25,25.9452341276,0.561934948,0.75731498,0.8312104344,0.9082372785,0.5799076598,30170.5447117199,20.4642472931966,178.135055401704
"135","China, Hong Kong SAR",2010,"HKG","East Asia & Pacific","High income",36.7951710474494,0.749459981918335,25,30.8524963162,0.7430765629,0.749808073,0.8150957227,0.9154027104,2.2924300035,32056.1746960789,21.7781360691582,205.322597352297
"136","China, Hong Kong SAR",2011,"HKG","East Asia & Pacific","High income",20.8090748697569,0.720860004425049,25,38.8633861137,0.7565966845,0.7281750441,0.8279024363,0.9470749497,5.3052728329,34634.2872190577,23.536338869848,212.852416474103
"137","China, Hong Kong SAR",2012,"HKG","East Asia & Pacific","High income",18.4953608680801,0.727330029010773,25,26.722042222,1,0.7310253978,0.8101809621,0.9603238106,4.054782564,36304.4925209657,25.3999025065057,215.849565476503
"138","China, Hong Kong SAR",2013,"HKG","East Asia & Pacific","High income",13.9010183381569,0.730170011520386,25,26.9477927611,0.7449938059,0.7193083763,0.8502863646,0.9504396915,4.3371532189,37783.1185849639,24.1086280956178,221.610060304774
"139","China, Hong Kong SAR",2014,"HKG","East Asia & Pacific","High income",11.3904235078886,0.740140020847321,25,38.7832937004,1,0.7202599645,0.8331309557,0.9640309811,4.4240568436,39642.6453815935,23.4918064340566,213.090413516784
"140","China, Hong Kong SAR",2015,"HKG","East Asia & Pacific","High income",12.3027353596642,0.761829972267151,25,56.3545540971,0.8961216807,0.7272663713,0.8595991135,0.9805194736,2.9912255873,41809.7832143552,22.3995947095418,195.89760161449
"141","China, Hong Kong SAR",2016,"HKG","East Asia & Pacific","High income",13.4707071823827,0.791549980640411,25,36.5874195623,0.9089128971,0.7361645699,0.8726975918,0.9601674676,2.4085657436,43150.0090792395,21.4894575519614,187.005128888725
"142","China, Hong Kong SAR",2017,"HKG","East Asia & Pacific","High income",61.5540293357085,0.835259974002838,25,32.435782121,0.9116615653,0.6536756754,0.8495702744,0.9954963923,1.4942355997,45737.4832109087,21.6564377271714,188.902399636639
"143","China, Hong Kong SAR",2018,"HKG","East Asia & Pacific","High income",64.6525898218455,0.863399982452393,25,28.8217178891,0.8866165876,0.6655294299,0.8570273519,1,2.4061343205,48349.7175380955,21.5995180976142,188.339507002291
"144","China, Hong Kong SAR",2019,"HKG","East Asia & Pacific","High income",65.5639942776712,0.925719976425171,25,20.1565146247,0.8959203959,0.6663047671,0.8709151745,1,2.8835528014,48431.9381390739,18.2989008532281,177.656201062765
"145","Colombia",2008,"COL","Latin America & Caribbean","Upper middle income",4.01539209090487,0.195409998297691,12,4.3619195873,0.3297238946,0.504193604,0.4268070161,0.558118701,7.0015983953,5527.4499527719,21.9137810195696,18.1095951350738
"146","Colombia",2009,"COL","Latin America & Caribbean","Upper middle income",5.55422596545158,0.193509995937347,12,3.4574332363,0.2799645364,0.4993173182,0.495375663,0.619107306,4.1929058903,5244.3532661839,22.6467081627038,16.4244956875755
"147","Colombia",2010,"COL","Latin America & Caribbean","Upper middle income",5.36253459586992,0.193580001592636,12,2.2438339079,0.3331307471,0.5013334155,0.4723838568,0.6110523343,2.2672007871,6394.1987054627,22.0429732014851,16.3408447597691
"148","Colombia",2011,"COL","Latin America & Caribbean","Upper middle income",4.67963034404329,0.198420003056526,12,4.3729714108,0.2840791047,0.495793283,0.4940686822,0.6228509545,3.41543198,7392.4523607926,21.9158254216725,19.2765050733171
"149","Colombia",2012,"COL","Latin America & Caribbean","Upper middle income",5.6774289147471,0.221159994602203,12,4.0547682952,0.3048427403,0.4963711202,0.4424197674,0.6358920336,3.1750461837,8101.8290917791,21.1252094876722,18.8112052836654
"150","Colombia",2013,"COL","Latin America & Caribbean","Upper middle income",7.76843662275665,0.257609993219376,12,4.2421659577,0.3540954292,0.4820613563,0.4816811383,0.6483284831,2.021073784,8264.1268955859,21.3383970995374,18.0864397214368
"151","Colombia",2014,"COL","Latin America & Caribbean","Upper middle income",8.11973751224566,0.303169995546341,12,4.242583627,0.3748622537,0.4593559206,0.4323553443,0.6260228753,2.906528958,8164.714495378,22.6705098813348,16.6347491096509
"152","Colombia",2015,"COL","Latin America & Caribbean","Upper middle income",9.84934563232937,0.365420013666153,12,3.9595417854,0.3750959635,0.4713561237,0.4296050072,0.6211115718,4.9900003681,6228.4262990413,23.3747819041322,15.6502115094968
"153","Colombia",2016,"COL","Latin America & Caribbean","Upper middle income",10.1857850975507,0.270509988069534,12,4.8998274957,0.5125332475,0.4623410702,0.462826848,0.5987337828,7.5061353278,5938.4638558587,22.1296577145622,14.7171392781975
"154","Colombia",2017,"COL","Latin America & Caribbean","Upper middle income",8.96234815291122,0.261090010404587,12,4.3929449048,0.432133913,0.4066521227,0.4098855555,0.6257091761,4.3101105519,6450.3195854812,21.7227919184852,15.1452897484005
"155","Colombia",2018,"COL","Latin America & Caribbean","Upper middle income",7.22137143140895,0.312330007553101,12,3.3808357322,0.4705348313,0.4134866595,0.4245375991,0.636941731,3.2378749036,6782.0379203319,21.2278710779912,15.8997196775431
"156","Colombia",2019,"COL","Latin America & Caribbean","Upper middle income",9.04842024018423,0.321689993143082,12,4.3252508936,0.4719495177,0.4131908119,0.4116414785,0.6471253633,3.5209206077,6438.0601829043,21.269107264817,15.8680386541241
"157","Costa Rica",2008,"CRI","Latin America & Caribbean","Upper middle income",39.5732953130986,0.385930001735687,13,7.5318486153,0.2337712944,0.5522996187,0.7445487976,0.6349936724,13.4237597338,6841.9125852105,23.7449715296068,38.8064606509756
"158","Costa Rica",2009,"CRI","Latin America & Caribbean","Upper middle income",44.2601280275938,0.517180025577545,13,4.6951899902,0.2028136551,0.5555503964,0.7643857598,0.676825285,7.8438672783,6737.8607535889,21.0035629736066,34.6323050259288
"159","Costa Rica",2010,"CRI","Latin America & Caribbean","Upper middle income",40.1472572396989,0.479900002479553,13,4.470542252,0.2239500731,0.5484611392,0.7840202451,0.6494354606,5.6618103984,8147.2486219332,19.4564092871474,32.8294113467273
"160","Costa Rica",2011,"CRI","Latin America & Caribbean","Upper middle income",40.9970110475894,0.462350010871887,13,5.7561570425,0.2389103025,0.5313493013,0.8222653866,0.6265116334,4.8787819382,9137.4551020136,19.4325156619155,32.4724708770444
"161","Costa Rica",2012,"CRI","Latin America & Caribbean","Upper middle income",39.7896518634067,0.547129988670349,13,4.7808826764,0.3067747653,0.5324534178,0.8189735413,0.6432114244,4.4948160702,9971.6516562535,20.0288559026881,31.6513173356963
"162","Costa Rica",2013,"CRI","Latin America & Caribbean","Upper middle income",43.4413866957482,0.542530000209808,13,5.3799991973,0.2751694322,0.5169737339,0.8627994657,0.6448874474,5.2316498718,10633.2665598589,19.8156100827853,30.5916493612524
"163","Costa Rica",2014,"CRI","Latin America & Caribbean","Upper middle income",36.5060999488209,0.556270003318787,13,5.6263894991,0.3671948016,0.5542292595,0.8598429561,0.6304149032,4.5193898597,10737.6788753838,19.839949560223,31.3629152835975
"164","Costa Rica",2015,"CRI","Latin America & Caribbean","Upper middle income",16.9840036267094,0.436650007963181,13,4.8755932492,0.3461281657,0.5471223593,0.8755870461,0.630851388,0.8023419712,11529.955173574,18.988926247886,29.9956578647983
"165","Costa Rica",2016,"CRI","Latin America & Caribbean","Upper middle income",18.4422129021029,0.443349987268448,13,3.7452166586,0.3751090169,0.5298243165,0.7193681598,0.6441280842,-0.0182854684,11899.8139783897,18.8245430063268,31.2600963003845
"166","Costa Rica",2017,"CRI","Latin America & Caribbean","Upper middle income",18.4952043292543,0.425870001316071,13,4.5910370387,0.4118494987,0.4657448828,0.6328278184,0.6849367619,1.6255526987,12118.1336180633,18.1777606896189,32.7626831479863
"167","Costa Rica",2018,"CRI","Latin America & Caribbean","Upper middle income",18.4668701932621,0.3714399933815,13,3.9899626868,0.5359697342,0.4843894541,0.6448242068,0.6882436275,2.2220105014,12383.1499469533,18.2028667597056,33.7385107761536
"168","Costa Rica",2019,"CRI","Latin America & Caribbean","Upper middle income",17.5649065164984,NA,13,4.3975172249,0.5546393394,0.4921401143,0.6851534843,0.7005087137,2.0960409266,12669.3411617356,16.2541664771702,34.3253215593308
"169","Croatia",2008,"HRV","Europe & Central Asia","High income",9.51893630302883,0.385939985513687,14,7.6325270855,0.5115376711,0.6506074071,0.5190243125,0.7056933045,6.0777776469,16146.7283083767,27.9084085012918,36.0505260920288
"170","Croatia",2009,"HRV","Europe & Central Asia","High income",11.3082456297304,0.444370001554489,14,4.673307158,0.555952847,0.6408089995,0.5747075677,0.7345302105,2.3777792586,14450.5966501273,24.9348368413713,32.2899090020754
"171","Croatia",2010,"HRV","Europe & Central Asia","High income",10.1821121405818,0.444090008735657,14,1.9394596455,0.5633350015,0.6330068707,0.5631532669,0.7252067924,1.0305587798,13887.9623843948,20.9199514791402,35.6597903832949
"172","Croatia",2011,"HRV","Europe & Central Asia","High income",8.69110611581213,0.45388999581337,14,2.5236240982,0.5938091874,0.6158810854,0.6126118898,0.7223773599,2.2730933182,14570.4510177983,19.9120719153384,38.2231025535487
"173","Croatia",2012,"HRV","Europe & Central Asia","High income",11.8120561518043,0.438879996538162,14,2.2939592419,0.6083844304,0.6148660183,0.5778236985,0.7322177887,3.4120734908,13244.3961847833,19.313043976503,38.9330483853282
"174","Croatia",2013,"HRV","Europe & Central Asia","High income",12.4934898536192,0.4860700070858,14,1.5609359453,0.5941308737,0.6183738112,0.6432723403,0.7286015749,2.2162436548,13700.1793445962,19.3772348806484,39.7593329923408
"175","Croatia",2014,"HRV","Europe & Central Asia","High income",10.4389658037357,0.513599991798401,14,4.970060292,0.5731460452,0.657945931,0.6015512347,0.7028383613,-0.2145347278,13637.8061684058,18.996649238249,42.6887112204611
"176","Croatia",2015,"HRV","Europe & Central Asia","High income",10.7064205456617,0.476889997720718,14,0.1667432101,0.5736984611,0.6681421399,0.6041288376,0.6847142577,-0.4648292474,11808.4541403172,19.2701381363316,45.6753545345038
"177","Croatia",2016,"HRV","Europe & Central Asia","High income",14.4016892183791,0.522019982337952,14,0.5211122355,0.5732392669,0.6643881202,0.6207029223,0.6757445931,-1.125,12405.4400343466,19.7518234676954,46.86398889252
"178","Croatia",2017,"HRV","Europe & Central Asia","High income",8.73481969450727,0.544390022754669,14,0.9591658796,0.7322680354,0.5797185898,0.5984550714,0.6858281493,1.1297092288,13434.5339838897,19.6541149505925,49.1107914691606
"179","Croatia",2018,"HRV","Europe & Central Asia","High income",8.83744074898287,0.61583000421524,14,1.9332851113,0.7429667115,0.5866220593,0.6216267347,0.6705968976,1.5001200096,14978.2628975079,20.0638058698902,49.3929449603522
"180","Croatia",2019,"HRV","Europe & Central Asia","High income",8.28926925142987,0.714630007743835,14,0.6369968745,0.6988949776,0.5874769092,0.6116702557,0.6730400324,0.7714893785,15092.4282215286,21.2871531560538,50.5945384549446
"181","Cyprus",2008,"CYP","Europe & Central Asia","High income",32.0172372189529,0.880410015583038,15,43.9798284219,0.2957127094,0.6776061058,0.6044499278,0.9330200553,4.3848964677,35401.7761308139,27.1829734655839,50.0816009783701
"182","Cyprus",2009,"CYP","Europe & Central Asia","High income",32.5294256093404,0.838249981403351,15,254.2012354566,0.3346506357,0.6721517444,0.6502061486,1,0.1804313065,32110.3530364125,23.4393009062733,48.7221408291604
"183","Cyprus",2010,"CYP","Europe & Central Asia","High income",38.2015203417596,0.735319972038269,15,130.0406254247,0.3434557319,0.6683554053,0.6458537579,1,2.5592355726,31077.082742654,22.393173838288,50.3345258473469
"184","Cyprus",2011,"CYP","Europe & Central Asia","High income",30.3585430090043,0.74125999212265,15,133.0336074722,0.3846791089,0.6693037152,0.6833652854,1,3.4806931942,32446.1076440285,18.9835369238962,53.4540885760578
"185","Cyprus",2012,"CYP","Europe & Central Asia","High income",16.5914973785729,0.741850018501282,15,254.2236928977,0.3895635903,0.6311234832,0.6654317975,1,3.0882263277,28993.7195629373,15.4618029345631,55.2783809408715
"186","Cyprus",2013,"CYP","Europe & Central Asia","High income",13.0763454409104,0.80010998249054,15,93.1699614202,0.5163357854,0.6190313697,0.7111163735,1,0.3824732614,27789.7720221689,14.0795747487326,61.2965904312478
"187","Cyprus",2014,"CYP","Europe & Central Asia","High income",14.5282631930246,0.773829996585846,15,200.8805137825,0.5010986328,0.6101715565,0.7423850298,1,-0.2700499838,27208.6731267784,13.3043513226915,65.9517048728868
"188","Cyprus",2015,"CYP","Europe & Central Asia","High income",12.710825001879,0.829479992389679,15,120.7267924275,0.5417194366,0.6177188754,0.6903142929,1,-1.5400066957,23477.856518281,12.8330102847429,70.0173031293258
"189","Cyprus",2016,"CYP","Europe & Central Asia","High income",13.328513056052,0.851620018482208,15,52.1917518327,0.5520932674,0.6186170578,0.7271697521,1,-1.2160729644,24698.5383803799,18.0346701577421,70.4840522281272
"190","Cyprus",2017,"CYP","Europe & Central Asia","High income",13.3499619893417,0.848919987678528,15,41.2650655497,0.6892951131,0.5412920117,0.6526655555,1,0.6803134301,26697.3522083524,20.7947572231837,73.8364840623299
"191","Cyprus",2018,"CYP","Europe & Central Asia","High income",19.8738439678051,0.952300012111664,15,-1.6199942419,0.7172658443,0.5660150647,0.6836163402,0.9666442275,0.7843137255,29420.5703139775,18.7813248338704,74.9673023347764
"192","Cyprus",2019,"CYP","Europe & Central Asia","High income",19.874215891301,1.08105003833771,15,133.3989611789,0.717246592,0.5657761097,0.6835976243,0.8921525478,0.5497356081,29418.580848934,18.9516058395357,76.4931313665996
"193","Czechia",2008,"CZE","Europe & Central Asia","High income",15.7729647246278,1.23357999324799,16,2.7240461348,0.8829116821,0.7623884082,0.7089371085,0.6078013182,6.3586389582,22817.8498124184,29.2484033580188,62.9516480907081
"194","Czechia",2009,"CZE","Europe & Central Asia","High income",17.4271711475005,1.28656005859375,16,1.410959937,0.68142277,0.7590146661,0.7425552607,0.6482692361,1.0193736087,19904.4377259466,27.614811143256,58.3454298084121
"195","Czechia",2010,"CZE","Europe & Central Asia","High income",17.8641042591467,1.32669997215271,16,2.9370951965,0.5830402374,0.7619326711,0.7196410298,0.637721777,1.4727219174,19978.4955151029,27.1488177676709,65.5430054071382
"196","Czechia",2011,"CZE","Europe & Central Asia","High income",18.7049285241734,1.54477000236511,16,1.0095513977,0.5936726928,0.7351600528,0.7501892447,0.6369718313,1.9168539084,21870.6597197898,26.7548641503888,70.8218671927368
"197","Czechia",2012,"CZE","Europe & Central Asia","High income",18.5808399505365,1.76967000961304,16,3.8227500616,0.6023599505,0.7572739124,0.7470186353,0.65348804,3.2879746835,19870.2718821212,26.1553684696565,75.6461865650325
"198","Czechia",2013,"CZE","Europe & Central Asia","High income",17.3270059858015,1.87924003601074,16,1.7191198384,0.5902175903,0.7455079556,0.7916232944,0.6525185108,1.4379525517,20132.6330016658,25.3598824566218,76.0583816157676
"199","Czechia",2014,"CZE","Europe & Central Asia","High income",17.3650457948497,1.95833003520966,16,2.6232489701,0.5671015382,0.7404759526,0.7712399364,0.6322951317,0.3443241883,19906.362194391,25.4036227445288,81.9542745743788
"200","Czechia",2015,"CZE","Europe & Central Asia","High income",17.7287686789691,1.91689002513885,16,0.2473527569,0.5495247245,0.7565449476,0.7811461687,0.6096348763,0.3090290668,17867.4135003238,26.5380472687854,80.5587781149995
"201","Czechia",2016,"CZE","Europe & Central Asia","High income",16.8681412601451,1.67002999782562,16,5.0005937886,0.5414562821,0.7510842681,0.773560226,0.6135674119,0.6831707927,18643.5879372915,24.9426449272265,79.1070766309635
"202","Czechia",2017,"CZE","Europe & Central Asia","High income",17.8249619494707,1.76855003833771,16,4.3551791342,0.8044730425,0.6689981818,0.7400317192,0.6471045017,2.450873254,20759.9097122033,24.9162792963763,79.0271394981121
"203","Czechia",2018,"CZE","Europe & Central Asia","High income",19.5514159841284,1.89944994449615,16,4.4227191763,0.8151872158,0.6796861887,0.7539460063,0.6451917887,2.1498181818,23636.4651894173,26.2998864669868,76.9435759590934
"204","Czechia",2019,"CZE","Europe & Central Asia","High income",20.7070739621104,1.92772996425629,16,4.0033606923,0.8000983,0.680406034,0.7682073712,0.6568450928,2.8478669477,23968.0432611253,27.0676429483356,73.8797803262645
"205","Denmark",2008,"DNK","Europe & Central Asia","High income",16.9161242948991,2.77345991134644,17,-0.2100609948,0.8996599317,0.8881413937,0.6645950675,0.9374252558,3.6381000023,64214.9538843472,22.9439447335049,54.1757974140397
"206","Denmark",2009,"DNK","Europe & Central Asia","High income",18.9297625514611,3.05514001846313,17,0.3253893623,0.6877790093,0.8794131279,0.6971279383,0.976873517,1.0421466026,58128.3074828727,20.1689001340804,47.1260734604538
"207","Denmark",2010,"DNK","Europe & Central Asia","High income",15.4682846011699,2.91706991195679,17,-2.7880534178,0.783649385,0.8812531829,0.6920117736,0.9735553265,2.1985061015,58008.2937585767,18.1136889786562,50.5229276395878
"208","Denmark",2011,"DNK","Europe & Central Asia","High income",15.2739442870848,2.94464993476868,17,3.4706748752,0.9347556829,0.8593771458,0.70010674,0.955928266,2.6558167699,61693.3555447601,18.1582284399495,53.8201489280678
"209","Denmark",2012,"DNK","Europe & Central Asia","High income",15.8260074875633,2.98125004768372,17,0.2372799043,0.9269194603,0.8690525293,0.6805823445,0.9436722994,2.3542682107,58409.451633575,18.7777009367082,54.6304940173438
"210","Denmark",2013,"DNK","Europe & Central Asia","High income",15.8216095296484,2.97047996520996,17,0.2641621598,0.9366237521,0.9263135195,0.7382560968,0.9318345189,0.522707971,61077.489211481,19.0523918003991,54.8288189867113
"211","Denmark",2014,"DNK","Europe & Central Asia","High income",15.7173659047468,2.9140899181366,17,1.3264567319,0.9035854936,0.9352467656,0.7090852261,0.916225791,0.3520241388,62469.5290292481,19.1636561177251,54.6131394364014
"212","Denmark",2015,"DNK","Europe & Central Asia","High income",17.1650789908289,3.05497002601624,17,1.1947314665,0.8765608668,0.9445794225,0.7265036106,0.9092091322,0.2255073916,53308.1975553291,19.8506293658923,55.418174402012
"213","Denmark",2016,"DNK","Europe & Central Asia","High income",14.8826237095527,3.09282994270325,17,0.0751491325,0.7297899723,0.9358280301,0.7317434549,0.911266923,0.017,54866.6156019572,21.0247728999034,53.4259805224841
"214","Denmark",2017,"DNK","Europe & Central Asia","High income",12.4973348179734,2.93124008178711,17,1.1287489498,1,0.8309081793,0.7377957106,0.9340285659,1.0578201706,57888.2035134379,21.2257099343119,55.0773767829077
"215","Denmark",2018,"DNK","Europe & Central Asia","High income",12.3533277418719,2.96602988243103,17,0.4806693086,1,0.8465658426,0.7440621853,0.924190104,0.7093742271,61879.7722660932,21.7273015368914,56.5598044910739
"216","Denmark",2019,"DNK","Europe & Central Asia","High income",12.0393771345561,2.88800001144409,17,2.0349501883,0.9942845106,0.8470548987,0.7448793054,0.9273351431,0.7279550456,59783.6493386567,21.2408576994106,58.6471822154845
"217","El Salvador",2008,"SLV","Latin America & Caribbean","Lower middle income",5.89293798969962,0.133990004658699,18,5.0208801446,0.1206257567,0.4388925135,0.4751389325,0.6683300734,7.2580297013,2964.1715210975,18.6674294444454,26.7405871721015
"218","El Salvador",2009,"SLV","Latin America & Caribbean","Lower middle income",6.45944817849059,0.0908999964594841,18,2.0782182715,0.0977913141,0.4395083487,0.5189575553,0.684908092,0.5373260482,2889.6852321747,15.1486056397082,23.9512044914048
"219","El Salvador",2010,"SLV","Latin America & Caribbean","Lower middle income",7.32301147785948,0.0780600011348724,18,-1.2483790562,0.1164066717,0.3947054744,0.4997796714,0.6589513421,1.1790021518,3017.3077931853,14.7530995364247,26.9466693264064
"220","El Salvador",2011,"SLV","Latin America & Caribbean","Lower middle income",6.63577999233058,0.0355000011622906,18,1.0772151964,0.1298311353,0.3712210953,0.5606456399,0.6406558156,5.1289406784,3304.9747799905,16.2875460096688,28.9817775582263
"221","El Salvador",2012,"SLV","Latin America & Caribbean","Lower middle income",6.00783781869385,0.0339699983596802,18,2.1829144199,0.2014195025,0.3711773753,0.5021554828,0.6382910013,1.7303675267,3471.0517584876,16.5962082936854,28.5710611774443
"222","El Salvador",2013,"SLV","Latin America & Caribbean","Lower middle income",5.65534820257836,0.0638699978590012,18,0.8149180695,0.1650674194,0.3582273424,0.5790867209,0.6297426224,0.7575126946,3555.1624311591,17.5342504374525,29.7248960481943
"223","El Salvador",2014,"SLV","Latin America & Caribbean","Lower middle income",5.65258610761317,0.0937699973583221,18,1.3558757766,0.2263904363,0.3462567329,0.5192043185,0.6133657694,1.1410369391,3638.5180440504,15.4447723169571,29.5528752334192
"224","El Salvador",2015,"SLV","Latin America & Caribbean","Lower middle income",4.97701392549515,0.143480002880096,18,1.6921740108,0.292139858,0.3399052024,0.5268840194,0.6051260233,-0.7315368627,3761.5133494012,15.6921765456792,29.4861730232304
"225","El Salvador",2016,"SLV","Latin America & Caribbean","Lower middle income",5.37318944768425,0.144930005073547,18,1.4361482376,0.2939276397,0.3211937845,0.5313311815,0.6117117405,0.6043539082,3870.3129824606,15.4902789954955,28.4585905008509
"226","El Salvador",2017,"SLV","Latin America & Caribbean","Lower middle income",5.73689999757221,0.180779993534088,18,3.5592544122,0.2868752182,0.2723619044,0.5080134869,0.6432283521,1.0142319647,3986.0490143544,16.0287823584352,29.0297643758665
"227","El Salvador",2018,"SLV","Latin America & Caribbean","Lower middle income",6.12699337415169,0.165309995412827,18,3.1744154453,0.29801929,0.2709749937,0.5399158597,0.6448739171,1.0877192982,4145.862946283,17.1694237505693,28.9343737810256
"228","El Salvador",2019,"SLV","Latin America & Caribbean","Lower middle income",5.14076264668843,0.174669995903969,18,2.3652006457,0.2953484058,0.270437628,0.5213320851,0.658762455,0.0747603663,4280.2878890968,17.7597006674568,29.9559096080003
"229","Estonia",2008,"EST","Europe & Central Asia","High income",10.809533557988,1.25188004970551,19,7.5254768158,0.6589155197,0.834186554,0.6198854446,0.7708250284,10.6067078301,18184.7465760996,31.1306178625862,66.3922524308487
"230","Estonia",2009,"EST","Europe & Central Asia","High income",10.3228749491277,1.39679002761841,19,9.3649628178,0.4540050626,0.8056904078,0.6763762832,0.8087519407,0.1989537374,14717.8507243283,22.6782455184938,60.8643762008331
"231","Estonia",2010,"EST","Europe & Central Asia","High income",15.7345931600893,1.57898998260498,19,7.7222061293,0.5489010811,0.8252831697,0.646473527,0.8179962039,2.7401100249,14671.1241919646,21.2342183620859,75.0493161875336
"232","Estonia",2011,"EST","Europe & Central Asia","High income",22.2268226682043,2.30521988868713,19,4.3332323655,0.7251822352,0.809779048,0.6967023611,0.7895120978,5.0805452292,17465.0516491028,26.4577338142438,86.6037914150865
"233","Estonia",2012,"EST","Europe & Central Asia","High income",20.5673723533259,2.12480998039246,19,6.7980409327,0.7182658911,0.8240919709,0.6956381202,0.7532087564,4.2193179851,17404.3850181761,28.7100814760233,86.2077922686801
"234","Estonia",2013,"EST","Europe & Central Asia","High income",20.6758794921767,1.72412002086639,19,3.0709107164,0.7189697623,0.8112214804,0.7449917793,0.7331894636,3.2460656895,19050.8027362956,27.9003133873244,84.5681702038371
"235","Estonia",2014,"EST","Europe & Central Asia","High income",23.6519310805907,1.43023002147675,19,2.5736095049,0.6794775724,0.7974445224,0.7194232941,0.7008447051,0.4765782885,20234.4098789591,25.743933652783,81.8654328816924
"236","Estonia",2015,"EST","Europe & Central Asia","High income",22.7094934661923,1.46749997138977,19,0.1552090854,0.7216760516,0.7942204475,0.7351294756,0.6802145243,0.0670449201,17404.9643305077,24.4941851148751,77.4354984416443
"237","Estonia",2016,"EST","Europe & Central Asia","High income",21.8882726636709,1.24305999279022,19,4.4038415114,0.7311171889,0.7887680531,0.7346782088,0.6905466318,0.8,18281.0338658085,24.4305084948393,77.00753773581
"238","Estonia",2017,"EST","Europe & Central Asia","High income",17.9345323962946,1.27684998512268,19,7.2454461735,0.915376246,0.6900856495,0.7079854012,0.7225006223,3.6507936508,20435.2059035876,25.9182430327184,75.8098540993405
"239","Estonia",2018,"EST","Europe & Central Asia","High income",18.1714637063644,1.41623997688293,19,4.9769264836,0.8920488358,0.7116974592,0.698415935,0.6986819506,3.412136294,23162.8533237043,27.0948955459812,74.3238978479862
"240","Estonia",2019,"EST","Europe & Central Asia","High income",16.9368544317177,1.63337004184723,19,10.2559357251,0.8894747496,0.7111167312,0.6975318789,0.6971592307,2.2684992364,23421.9958186727,25.4118706380128,73.884686414146
"241","Finland",2008,"FIN","Europe & Central Asia","High income",21.4871790178276,3.53696990013123,20,-0.4020176922,0.7521451712,0.911136806,0.7923005223,0.7510680556,3.9160971457,53556.5166558382,24.4938614778782,44.9000077214115
"242","Finland",2009,"FIN","Europe & Central Asia","High income",18.01546011419,3.73401999473572,20,0.2842232654,0.5942004323,0.8884084821,0.8554881215,0.7839918733,1.6339348702,47291.6401256462,22.9549868773625,36.0809256824047
"243","Finland",2010,"FIN","Europe & Central Asia","High income",13.1465805635812,3.70531988143921,20,2.9532056184,0.6122843623,0.8821532726,0.8280029893,0.7830153108,1.6860347955,46460.6749269931,22.2963384234332,38.4143975593033
"244","Finland",2011,"FIN","Europe & Central Asia","High income",11.0749998574353,3.61806011199951,20,0.9263975629,0.8440086246,0.8502241373,0.8108791113,0.7797539234,3.3238648875,51083.0025932778,22.6163900645461,38.900392933262
